# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       3.238      175.700      551.852  1073880.312
       3.244      349.700      552.102  1073880.305
       3.250      349.500      552.352  1073880.305
       3.255        0.000      552.352  1073880.305
       3.261      383.900      552.477  1073880.305
       3.266        0.000      552.602  1073880.301
       3.271      343.000      554.227  1073880.305
       3.277      155.400      554.352  1073880.305
       3.283      146.900      554.352  1073880.305
       3.290      396.300      554.602  1073880.309
       3.298      254.100      554.602  1073880.305
       3.305      179.300      554.727  1073880.305
       3.311        0.000      554.727  1073880.305
       3.315      648.000      554.727  1073880.309
       3.321        0.000      554.852  1073880.309
       3.328      250.400      555.102  1073880.309
       3.336      207.300      555.227  1073880.309
       3.340      250.000      555.227  1073880.309
       3.344        0.000      555.477  1073880.312
       3.349      465.400      555.477  1073880.309
       3.353        0.000      555.477  1073880.305
       3.357        0.000      555.477  1073880.309
       3.361      272.100      555.477  1073880.312
       3.365        0.000      555.477  1073880.312
       3.368        0.000      555.477  1073880.312
       3.372      277.100      555.602  1073880.312
       3.375        0.000      555.727  1073880.312
       3.379        0.000      555.727  1073880.316
       3.382      249.400      555.727  1073880.312
       3.386        0.000      555.852  1073880.305
       3.390      282.300      555.852  1073880.309
       3.393        0.000      555.852  1073880.309
       3.397        0.000      555.852  1073880.309
       3.401      282.200      555.852  1073880.309
       3.404        0.000      555.852  1073880.309
       3.408        0.000      555.852  1073880.309
       3.411      283.700      555.852  1073880.309
       3.415        0.000      555.852  1073880.309
       3.418        0.000      555.852  1073880.309
       3.423      282.400      555.852  1073880.309
       3.426        0.000      555.977  1073880.309
       3.430      240.100      555.977  1073880.309
       3.434      233.400      555.977  1073880.305
       3.438        0.000      555.977  1073880.301
       3.442      245.000      555.977  1073880.305
       3.446        0.000      556.281  1073880.309
       3.450        0.000      556.406  1073880.312
       3.453      273.000      556.406  1073880.309
       3.457        0.000      556.406  1073880.309
       3.461        0.000      556.406  1073880.309
       3.464      563.400      556.406  1073880.312
       3.468        0.000      556.406  1073880.312
       3.471      248.300      556.531  1073880.312
       3.475        0.000      556.531  1073880.312
       3.479        0.000      556.656  1073880.309
       3.483      275.900      556.656  1073880.309
       3.486      284.800      556.656  1073880.309
       3.490        0.000      556.656  1073880.309
       3.493      278.900      556.656  1073880.312
       3.497        0.000      556.781  1073880.309
       3.501        0.000      556.781  1073880.309
       3.504      286.100      556.781  1073880.309
       3.508        0.000      556.781  1073880.312
       3.511        0.000      556.781  1073880.312
       3.515      284.000      556.781  1073880.305
       3.518        0.000      556.781  1073880.309
       3.522      398.600      556.906  1073880.305
       3.527      278.300      556.906  1073880.297
       3.530        0.000      556.906  1073880.305
       3.534      372.200      557.215  1073880.301
       3.540      371.500      557.215  1073880.301
       3.545      195.400      557.215  1073880.297
       3.550      386.100      557.215  1073880.305
       3.556      202.400      557.340  1073880.301
       3.560      285.400      557.340  1073880.301
       3.564      281.300      557.340  1073880.309
       3.567        0.000      557.340  1073880.309
       3.571      284.800      557.340  1073880.309
       3.575      238.500      557.340  1073880.309
       3.579      225.600      557.465  1073880.312
       3.583      413.300      557.465  1073880.316
       3.588        0.000      557.465  1073880.312
       3.593        0.000      557.465  1073880.316
       3.596      283.700      557.465  1073880.316
       3.600        0.000      557.465  1073880.316
       3.603        0.000      557.465  1073880.316
       3.607      283.500      557.465  1073880.312
       3.610        0.000      557.465  1073880.312
       3.614      237.900      557.465  1073880.309
       3.618        0.000      557.465  1073880.309
       3.622        0.000      557.590  1073880.312
       3.626      241.800      557.715  1073880.312
       3.630        0.000      557.715  1073880.309
       3.634      281.100      557.715  1073880.309
       3.637      239.400      557.715  1073880.301
       3.642        0.000      557.715  1073880.309
       3.646      412.200      557.715  1073880.305
       3.651      212.700      557.715  1073880.305
       3.656      238.300      557.840  1073880.305
       3.660        0.000      557.840  1073880.301
       3.664        0.000      557.840  1073880.297
       3.667      281.200      557.840  1073880.297
       3.671        0.000      557.965  1073880.301
       3.674        0.000      557.965  1073880.301
       3.678      281.600      557.965  1073880.305
       3.681        0.000      557.965  1073880.301
       3.685      285.000      557.965  1073880.301
       3.689      282.600      557.965  1073880.305
       3.692        0.000      558.098  1073880.305
       3.696        0.000      558.223  1073880.297
       3.700      281.900      558.223  1073880.301
       3.703        0.000      558.223  1073880.305
       3.707        0.000      558.223  1073880.305
       3.710      286.400      558.223  1073880.305
       3.714        0.000      558.223  1073880.309
       3.717        0.000      558.223  1073880.309
       3.721      281.800      558.223  1073880.305
       3.724        0.000      558.223  1073880.305
       3.728      284.500      558.223  1073880.309
       3.731        0.000      558.223  1073880.309
       3.735        0.000      558.348  1073880.309
       3.739      276.900      558.348  1073880.309
       3.742      246.900      558.348  1073880.309
       3.746        0.000      558.348  1073880.309
       3.750      280.900      558.348  1073880.309
       3.753        0.000      558.348  1073880.309
