# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      30.421      135.900     1343.629  1612349.270
      30.428      423.900     1343.629  1612349.273
      30.435      259.300     1344.004  1612349.277
      30.443      383.000     1344.504  1612349.277
      30.451      128.000     1345.129  1612349.277
      30.458      517.500     1345.754  1612349.273
      30.466      328.200     1346.379  1612349.277
      30.472      166.000     1347.254  1612349.277
      30.478      292.500     1348.129  1612349.285
      30.489      250.200     1348.629  1612349.258
      30.497      253.500     1348.879  1612349.266
      30.504      127.300     1349.254  1612349.270
      30.512      252.600     1350.004  1612349.258
      30.520      126.900     1351.707  1612349.430
      30.528      378.800     1352.207  1612349.430
      30.536      252.800     1352.707  1612349.426
      30.544        0.000     1353.457  1612349.426
      30.551      271.800     1354.457  1612349.426
      30.558      132.900     1355.082  1612349.426
      30.566      144.100     1355.332  1612349.430
      30.573      261.400     1355.707  1612349.426
      30.580      249.400     1356.082  1612349.426
      30.588        0.000     1356.332  1612349.426
      30.596      347.700     1356.582  1612349.422
      30.601      283.300     1365.680  1614478.340
      30.609        0.000     1371.230  1879335.336
      30.616      136.000     1372.480  1879335.430
      30.624      258.600     1379.484  1879423.562
      30.631      130.000     1383.484  1879425.430
      30.639      126.500     1388.328  1879460.594
      30.647      553.200     1388.879  1879460.598
      30.654      168.400     1388.879  1879460.590
      30.660      337.600     1390.121  1879460.590
      30.666      274.400     1390.746  1879460.883
      30.673        0.000     1391.250  1879540.949
      30.678        0.000     1392.000  1879541.367
      30.682      236.700     1392.547  1879541.480
      30.686        0.000     1393.777  1879606.520
      30.691        0.000     1393.777  1879606.520
      30.695      188.400     1395.844  1879911.113
      30.701        0.000     1396.695  1879911.348
      30.705      209.000     1402.906  1879980.148
      30.710      144.900     1403.406  1880124.176
      30.717      448.600     1403.906  1880124.355
      30.724        0.000     1404.406  1880124.547
      30.729        0.000     1399.379  1880071.398
      30.734      221.200     1400.629  1880071.395
      30.739        0.000     1401.254  1880071.551
      30.743        0.000     1401.379  1880071.551
      30.747      239.800     1401.555  1880071.547
      30.752        0.000     1401.473  1880071.254
      30.756        0.000     1357.520  1612349.676
      30.760      204.900     1357.520  1612349.672
      30.765        0.000     1357.645  1612349.672
      30.770        0.000     1357.645  1612349.668
      30.774      189.500     1357.770  1612349.668
      30.780      227.200     1358.492  1612349.848
      30.784      315.800     1359.992  1612349.852
      30.790      269.000     1361.492  1612349.852
      30.798      268.200     1363.117  1612349.852
      30.805      288.900     1363.867  1612349.852
      30.812      246.100     1364.055  1612349.855
      30.816        0.000     1364.430  1612349.859
      30.820      193.500     1364.430  1612349.859
      30.825      374.200     1366.871  1612381.918
      30.836        0.000     1366.871  1612381.918
      30.840      243.600     1366.871  1612381.918
      30.844        0.000     1366.871  1612381.918
      30.848      148.100     1366.871  1612381.922
      30.855      292.200     1366.871  1612381.922
      30.862      344.900     1366.871  1612381.914
      30.871      193.800     1366.871  1612381.906
      30.876      271.800     1366.996  1612381.906
      30.883      160.000     1367.121  1612381.910
      30.890      382.000     1367.121  1612381.910
      30.895      146.000     1368.621  1612381.910
      30.902      272.300     1369.621  1612381.914
      30.909      269.900     1369.621  1612381.922
      30.917        0.000     1369.621  1612381.922
      30.924      266.100     1369.621  1612381.922
      30.931      268.500     1369.871  1612381.922
      30.939      198.800     1369.871  1612381.922
      30.943      494.900     1369.871  1612381.922
      30.947        0.000     1369.871  1612381.926
      30.951      496.700     1369.871  1612381.922
      30.955        0.000     1370.121  1612381.926
      30.959      177.600     1370.121  1612381.926
      30.965      304.400     1370.121  1612381.914
      30.972      452.800     1370.121  1612381.914
      30.990      343.300     1370.246  1612381.914
      31.009      332.600     1370.246  1612381.910
      31.027      365.100     1370.246  1612381.914
      31.052      335.900     1370.246  1612381.910
      31.079      378.900     1370.246  1612381.918
      31.094      288.500     1370.246  1612381.918
      31.102      132.000     1370.246  1612381.918
      31.109      260.700     1370.246  1612381.918
      31.117      146.000     1370.246  1612381.918
      31.124      260.600     1370.246  1612381.918
      31.131      265.700     1370.246  1612381.918
      31.139      138.200     1370.246  1612381.918
      31.146      269.900     1370.246  1612381.918
      31.153      134.200     1370.246  1612381.918
      31.161      261.900     1370.246  1612381.918
      31.169      263.500     1370.246  1612381.918
      31.176      249.300     1370.246  1612381.918
      31.193      382.600     1370.246  1612397.934
      31.226      348.500     1370.246  1612397.938
      31.266      399.500     1370.371  1612397.938
      31.305      343.400     1370.871  1612397.941
      31.340      337.000     1371.621  1612397.941
      31.366      369.000     1372.621  1612397.949
      31.401      315.300     1374.121  1612397.949
      31.433      287.100     1375.246  1612397.945
      31.465      398.800     1375.996  1612397.945
      31.478      417.600     1376.621  1612397.945
      31.493      296.100     1377.621  1612397.941
      31.505      325.400     1378.496  1612397.941
      31.518      154.100     1379.121  1612397.941
      31.524      437.200     1379.496  1612397.941
      31.531      288.200     1379.871  1612397.941
      31.538      415.100     1380.371  1612397.945
      31.545      306.100     1380.746  1612397.945
      31.552      146.500     1381.121  1612397.949
      31.559      435.400     1381.621  1612397.945
      31.566      308.900     1381.996  1612397.945
      31.572      304.800     1382.246  1612397.938
      31.579      287.900     1382.496  1612397.934
      31.586      288.000     1383.121  1612397.934
      31.593      283.200     1383.246  1612397.945
      31.600      274.700     1383.621  1612397.938
      31.607      284.600     1383.746  1612397.941
      31.614      287.000     1383.996  1612397.949
      31.621      276.700     1384.371  1612397.941
      31.628      302.800     1384.496  1612397.945
      31.635      275.100     1384.621  1612397.938
      31.642      421.600     1384.996  1612397.930
      31.649      416.200     1385.371  1612397.934
      31.660      297.400     1385.746  1612397.941
      31.669      332.900     1385.996  1612397.945
